        r	      dnnbi	       dne	       dni	      tbn	        ti	        te	      vfova	      cureq	       feq	     pressure	       iota	        q	       1/D	    curvature	      shear	        eta
  0.7750000E+00	  0.1265616E+00	  0.5389090E+00	  0.6202922E+00	  0.6240597E+00	  0.2948961E+00	  0.1674917E+00	  0.4642526E+00	 -0.3633141E-01	  0.1016845E+01	  0.1170250E+00	  0.4656642E+00	  0.2147470E+01	  0.7953705E+00	 -0.3827337E+00	 -0.1778146E+01	  0.1676125E+02
  0.7800000E+00	  0.1199920E+00	  0.5348144E+00	  0.6164753E+00	  0.6243444E+00	  0.2917107E+00	  0.1654965E+00	  0.4642526E+00	 -0.3648449E-01	  0.1016877E+01	  0.1141317E+00	  0.4602166E+00	  0.2172890E+01	  0.7934329E+00	 -0.3923411E+00	 -0.1880821E+01	  0.1709011E+02
  0.7850000E+00	  0.1136392E+00	  0.5307313E+00	  0.6130816E+00	  0.6251081E+00	  0.2885887E+00	  0.1636090E+00	  0.4642526E+00	 -0.3662119E-01	  0.1016914E+01	  0.1113339E+00	  0.4545669E+00	  0.2199896E+01	  0.7914471E+00	 -0.4019781E+00	 -0.1984627E+01	  0.1742402E+02
  0.7900000E+00	  0.1074671E+00	  0.5266529E+00	  0.6096600E+00	  0.6263120E+00	  0.2855298E+00	  0.1618260E+00	  0.4642526E+00	 -0.3674257E-01	  0.1016955E+01	  0.1086252E+00	  0.4487243E+00	  0.2228540E+01	  0.7894131E+00	 -0.4117275E+00	 -0.2089417E+01	  0.1775033E+02
  0.7950000E+00	  0.1014331E+00	  0.5225758E+00	  0.6057640E+00	  0.6279080E+00	  0.2825337E+00	  0.1601438E+00	  0.4642526E+00	 -0.3684824E-01	  0.1017000E+01	  0.1060037E+00	  0.4426989E+00	  0.2258872E+01	  0.7873299E+00	 -0.4216722E+00	 -0.2194529E+01	  0.1805529E+02
  0.8000000E+00	  0.9556067E-01	  0.5185136E+00	  0.6018534E+00	  0.6298473E+00	  0.2795988E+00	  0.1585562E+00	  0.4642526E+00	 -0.3693853E-01	  0.1017050E+01	  0.1034655E+00	  0.4365040E+00	  0.2290930E+01	  0.7851964E+00	 -0.4317921E+00	 -0.2299253E+01	  0.1835149E+02
  0.8050000E+00	  0.8988586E-01	  0.5144786E+00	  0.5983831E+00	  0.6320860E+00	  0.2767233E+00	  0.1570560E+00	  0.4642526E+00	 -0.3701371E-01	  0.1017104E+01	  0.1010071E+00	  0.4301535E+00	  0.2324751E+01	  0.7830119E+00	 -0.4419460E+00	 -0.2403202E+01	  0.1865288E+02
  0.8100000E+00	  0.8442739E-01	  0.5104632E+00	  0.5948832E+00	  0.6345987E+00	  0.2739040E+00	  0.1556348E+00	  0.4642526E+00	 -0.3707418E-01	  0.1017161E+01	  0.9862584E-01	  0.4236624E+00	  0.2360370E+01	  0.7807769E+00	 -0.4518883E+00	 -0.2506125E+01	  0.1894624E+02
  0.8150000E+00	  0.7920028E-01	  0.5064568E+00	  0.5908859E+00	  0.6373630E+00	  0.2711375E+00	  0.1542833E+00	  0.4642526E+00	 -0.3712144E-01	  0.1017222E+01	  0.9631807E-01	  0.4170455E+00	  0.2397820E+01	  0.7784931E+00	 -0.4614061E+00	 -0.2607986E+01	  0.1921758E+02
  0.8200000E+00	  0.7422188E-01	  0.5024574E+00	  0.5868597E+00	  0.6403501E+00	  0.2684202E+00	  0.1529905E+00	  0.4642526E+00	 -0.3715796E-01	  0.1017284E+01	  0.9407590E-01	  0.4103170E+00	  0.2437140E+01	  0.7761628E+00	 -0.4705178E+00	 -0.2708701E+01	  0.1948293E+02
  0.8250000E+00	  0.6949275E-01	  0.4984671E+00	  0.5832748E+00	  0.6435265E+00	  0.2657480E+00	  0.1517440E+00	  0.4642526E+00	 -0.3718503E-01	  0.1017349E+01	  0.9189520E-01	  0.4034915E+00	  0.2478367E+01	  0.7737879E+00	 -0.4794455E+00	 -0.2807798E+01	  0.1975992E+02
  0.8300000E+00	  0.6494415E-01	  0.4944960E+00	  0.5796726E+00	  0.6468479E+00	  0.2631137E+00	  0.1505278E+00	  0.4642526E+00	 -0.3720316E-01	  0.1017415E+01	  0.8977024E-01	  0.3965846E+00	  0.2521530E+01	  0.7713684E+00	 -0.4883758E+00	 -0.2904469E+01	  0.2003598E+02
  0.8350000E+00	  0.6052008E-01	  0.4905514E+00	  0.5755925E+00	  0.6502748E+00	  0.2605085E+00	  0.1493250E+00	  0.4642526E+00	 -0.3721283E-01	  0.1017482E+01	  0.8769258E-01	  0.3896136E+00	  0.2566646E+01	  0.7689041E+00	 -0.4972484E+00	 -0.2996930E+01	  0.2029772E+02
  0.8400000E+00	  0.5628493E-01	  0.4866235E+00	  0.5714943E+00	  0.6537993E+00	  0.2579219E+00	  0.1481176E+00	  0.4642526E+00	 -0.3721435E-01	  0.1017551E+01	  0.8565937E-01	  0.3826008E+00	  0.2613690E+01	  0.7663959E+00	 -0.5057228E+00	 -0.3083363E+01	  0.2056479E+02
  0.8450000E+00	  0.5230743E-01	  0.4827023E+00	  0.5678366E+00	  0.6574240E+00	  0.2553413E+00	  0.1468868E+00	  0.4642526E+00	 -0.3721023E-01	  0.1017621E+01	  0.8366286E-01	  0.3755696E+00	  0.2662623E+01	  0.7638469E+00	 -0.5134417E+00	 -0.3162665E+01	  0.2085861E+02
  0.8500000E+00	  0.4855348E-01	  0.4787956E+00	  0.5641523E+00	  0.6611599E+00	  0.2527503E+00	  0.1456119E+00	  0.4642526E+00	 -0.3720289E-01	  0.1017691E+01	  0.8169558E-01	  0.3685440E+00	  0.2713380E+01	  0.7612615E+00	 -0.5203116E+00	 -0.3234586E+01	  0.2116735E+02
  0.8550000E+00	  0.4497802E-01	  0.4749135E+00	  0.5599778E+00	  0.6650135E+00	  0.2501300E+00	  0.1442723E+00	  0.4642526E+00	 -0.3719459E-01	  0.1017760E+01	  0.7975051E-01	  0.3615450E+00	  0.2765907E+01	  0.7586438E+00	 -0.5266116E+00	 -0.3301451E+01	  0.2147819E+02
  0.8600000E+00	  0.4159518E-01	  0.4710566E+00	  0.5557881E+00	  0.6689636E+00	  0.2474556E+00	  0.1428497E+00	  0.4642526E+00	 -0.3718731E-01	  0.1017827E+01	  0.7781786E-01	  0.3545835E+00	  0.2820210E+01	  0.7559954E+00	 -0.5329728E+00	 -0.3366110E+01	  0.2181389E+02
  0.8650000E+00	  0.3841976E-01	  0.4672224E+00	  0.5520581E+00	  0.6729890E+00	  0.2446989E+00	  0.1413271E+00	  0.4642526E+00	 -0.3718106E-01	  0.1017894E+01	  0.7588627E-01	  0.3476663E+00	  0.2876321E+01	  0.7533140E+00	 -0.5400804E+00	 -0.3431033E+01	  0.2219926E+02
  0.8700000E+00	  0.3541002E-01	  0.4634065E+00	  0.5483222E+00	  0.6770946E+00	  0.2418250E+00	  0.1396904E+00	  0.4642526E+00	 -0.3717404E-01	  0.1017962E+01	  0.7395106E-01	  0.3407933E+00	  0.2934330E+01	  0.7505946E+00	 -0.5482135E+00	 -0.3498626E+01	  0.2262245E+02
  0.8750000E+00	  0.3253249E-01	  0.4596054E+00	  0.5441129E+00	  0.6813006E+00	  0.2387942E+00	  0.1379278E+00	  0.4642526E+00	 -0.3716540E-01	  0.1018029E+01	  0.7200246E-01	  0.3339616E+00	  0.2994356E+01	  0.7478319E+00	 -0.5571594E+00	 -0.3571493E+01	  0.2306970E+02
  0.8800000E+00	  0.2984338E-01	  0.4558232E+00	  0.5398960E+00	  0.6856628E+00	  0.2355563E+00	  0.1360367E+00	  0.4642526E+00	 -0.3715574E-01	  0.1018098E+01	  0.7003260E-01	  0.3271620E+00	  0.3056590E+01	  0.7450230E+00	 -0.5665935E+00	 -0.3651855E+01	  0.2356380E+02
  0.8850000E+00	  0.2738446E-01	  0.4520643E+00	  0.5361372E+00	  0.6902453E+00	  0.2320558E+00	  0.1340185E+00	  0.4642526E+00	 -0.3714612E-01	  0.1018167E+01	  0.6803454E-01	  0.3203849E+00	  0.3121245E+01	  0.7421660E+00	 -0.5764741E+00	 -0.3740371E+01	  0.2412927E+02
  0.8900000E+00	  0.2504988E-01	  0.4483288E+00	  0.5323682E+00	  0.6951121E+00	  0.2282277E+00	  0.1318830E+00	  0.4642526E+00	 -0.3713726E-01	  0.1018237E+01	  0.6599756E-01	  0.3136212E+00	  0.3188560E+01	  0.7392582E+00	 -0.5871829E+00	 -0.3837482E+01	  0.2474845E+02
  0.8950000E+00	  0.2274479E-01	  0.4446156E+00	  0.5281233E+00	  0.7003094E+00	  0.2240028E+00	  0.1296439E+00	  0.4642526E+00	 -0.3712943E-01	  0.1018308E+01	  0.6391275E-01	  0.3068623E+00	  0.3258791E+01	  0.7362941E+00	 -0.5993864E+00	 -0.3944336E+01	  0.2540025E+02
  0.9000000E+00	  0.2056565E-01	  0.4409233E+00	  0.5238801E+00	  0.7058136E+00	  0.2193025E+00	  0.1273248E+00	  0.4642526E+00	 -0.3712140E-01	  0.1018380E+01	  0.6177453E-01	  0.3000975E+00	  0.3332250E+01	  0.7332644E+00	 -0.6134736E+00	 -0.4062273E+01	  0.2610449E+02
  0.9050000E+00	  0.1861828E-01	  0.4372521E+00	  0.5201146E+00	  0.7115931E+00	  0.2140465E+00	  0.1249516E+00	  0.4642526E+00	 -0.3711008E-01	  0.1018455E+01	  0.5957588E-01	  0.2933170E+00	  0.3409281E+01	  0.7301594E+00	 -0.6289700E+00	 -0.4192814E+01	  0.2688252E+02
  0.9100000E+00	  0.1685455E-01	  0.4336069E+00	  0.5163523E+00	  0.7176557E+00	  0.2081560E+00	  0.1225530E+00	  0.4642526E+00	 -0.3709675E-01	  0.1018533E+01	  0.5731231E-01	  0.2865083E+00	  0.3490300E+01	  0.7269747E+00	 -0.6451516E+00	 -0.4337854E+01	  0.2770635E+02
  0.9150000E+00	  0.1519731E-01	  0.4299917E+00	  0.5121192E+00	  0.7240146E+00	  0.2015575E+00	  0.1201581E+00	  0.4642526E+00	 -0.3708498E-01	  0.1018611E+01	  0.5498236E-01	  0.2796595E+00	  0.3575777E+01	  0.7237079E+00	 -0.6621966E+00	 -0.4500740E+01	  0.2854281E+02
  0.9200000E+00	  0.1360734E-01	  0.4264016E+00	  0.5078951E+00	  0.7306655E+00	  0.1941992E+00	  0.1177963E+00	  0.4642526E+00	 -0.3707462E-01	  0.1018691E+01	  0.5258768E-01	  0.2727523E+00	  0.3666330E+01	  0.7203527E+00	 -0.6811047E+00	 -0.4684734E+01	  0.2940852E+02
  0.9250000E+00	  0.1207482E-01	  0.4228314E+00	  0.5041584E+00	  0.7375799E+00	  0.1860468E+00	  0.1154958E+00	  0.4642526E+00	 -0.3706325E-01	  0.1018772E+01	  0.5013477E-01	  0.2657707E+00	  0.3762643E+01	  0.7168968E+00	 -0.7025730E+00	 -0.4891733E+01	  0.3032259E+02
  0.9300000E+00	  0.1066940E-01	  0.4192853E+00	  0.5004292E+00	  0.7446493E+00	  0.1771133E+00	  0.1132793E+00	  0.4642526E+00	 -0.3705017E-01	  0.1018855E+01	  0.4763596E-01	  0.2586974E+00	  0.3865520E+01	  0.7133270E+00	 -0.7263528E+00	 -0.5124900E+01	  0.3124804E+02
  0.9350000E+00	  0.9449609E-02	  0.4157682E+00	  0.4962280E+00	  0.7517576E+00	  0.1674412E+00	  0.1111670E+00	  0.4642526E+00	 -0.3703345E-01	  0.1018940E+01	  0.4510953E-01	  0.2515148E+00	  0.3975910E+01	  0.7096333E+00	 -0.7520519E+00	 -0.5393940E+01	  0.3214267E+02
  0.9400000E+00	  0.8349962E-02	  0.4122801E+00	  0.4920340E+00	  0.7588362E+00	  0.1571428E+00	  0.1091724E+00	  0.4642526E+00	 -0.3701743E-01	  0.1019023E+01	  0.4257911E-01	  0.2441877E+00	  0.4095210E+01	  0.7058065E+00	 -0.7805646E+00	 -0.5705494E+01	  0.3302547E+02
  0.9450000E+00	  0.7300787E-02	  0.4088196E+00	  0.4883270E+00	  0.7658493E+00	  0.1463622E+00	  0.1073063E+00	  0.4642526E+00	 -0.3700413E-01	  0.1019104E+01	  0.4007378E-01	  0.2366934E+00	  0.4224876E+01	  0.7018277E+00	 -0.8106101E+00	 -0.6049633E+01	  0.3392010E+02
  0.9500000E+00	  0.6339786E-02	  0.4053862E+00	  0.4846301E+00	  0.7728428E+00	  0.1353038E+00	  0.1055730E+00	  0.4642526E+00	 -0.3697377E-01	  0.1019189E+01	  0.3762584E-01	  0.2290353E+00	  0.4366140E+01	  0.6977004E+00	 -0.8394360E+00	 -0.6435865E+01	  0.3478785E+02
  0.9550000E+00	  0.5513127E-02	  0.4019800E+00	  0.4804681E+00	  0.7798609E+00	  0.1241902E+00	  0.1039750E+00	  0.4642526E+00	 -0.3696426E-01	  0.1019265E+01	  0.3526289E-01	  0.2211771E+00	  0.4521263E+01	  0.6934333E+00	 -0.8832830E+00	 -0.6962764E+01	  0.3558625E+02
  0.9600000E+00	  0.4793496E-02	  0.3986034E+00	  0.4763278E+00	  0.7868576E+00	  0.1132573E+00	  0.1025111E+00	  0.4642526E+00	 -0.3699704E-01	  0.1019320E+01	  0.3301631E-01	  0.2129096E+00	  0.4696830E+01	  0.6888675E+00	 -0.9564528E+00	 -0.7676210E+01	  0.3634327E+02
  0.9650000E+00	  0.4143195E-02	  0.3952568E+00	  0.4726937E+00	  0.7937468E+00	  0.1027336E+00	  0.1011784E+00	  0.4642526E+00	 -0.3690984E-01	  0.1019404E+01	  0.3092978E-01	  0.2041528E+00	  0.4898292E+01	  0.6838688E+00	 -0.1002900E+01	 -0.8358062E+01	  0.3709234E+02
  0.9700000E+00	  0.3556465E-02	  0.3919319E+00	  0.4690788E+00	  0.8003713E+00	  0.9280576E-01	  0.9996985E-01	  0.4642526E+00	 -0.3676765E-01	  0.1019509E+01	  0.2900543E-01	  0.1952275E+00	  0.5122230E+01	  0.6788385E+00	 -0.9872474E+00	 -0.8933231E+01	  0.3779613E+02
  0.9750000E+00	  0.3041292E-02	  0.3886290E+00	  0.4649966E+00	  0.8066287E+00	  0.8363284E-01	  0.9887761E-01	  0.4642526E+00	 -0.3697051E-01	  0.1019509E+01	  0.2721814E-01	  0.1861733E+00	  0.5371340E+01	  0.6739963E+00	 -0.1102162E+01	 -0.1006681E+02	  0.3841344E+02
  0.9800000E+00	  0.2628692E-02	  0.3853937E+00	  0.4609314E+00	  0.8127082E+00	  0.7530626E-01	  0.9789487E-01	  0.4642526E+00	 -0.3727460E-01	  0.1019463E+01	  0.2565355E-01	  0.1760052E+00	  0.5681650E+01	  0.6678169E+00	 -0.1590316E+01	 -0.1242754E+02	  0.3897691E+02
  0.9850000E+00	  0.2343751E-02	  0.3823762E+00	  0.4575367E+00	  0.8186922E+00	  0.6788230E-01	  0.9701463E-01	  0.4642526E+00	 -0.3698251E-01	  0.1019558E+01	  0.2446870E-01	  0.1638538E+00	  0.6103003E+01	  0.6580931E+00	 -0.2284402E+01	 -0.1617745E+02	  0.3952710E+02
  0.9900000E+00	  0.2164805E-02	  0.3801010E+00	  0.4551694E+00	  0.8239470E+00	  0.6134447E-01	  0.9622814E-01	  0.4642526E+00	 -0.3647560E-01	  0.1019686E+01	  0.2368906E-01	  0.1490942E+00	  0.6707170E+01	  0.6449729E+00	 -0.2759655E+01	 -0.2108812E+02	  0.4004392E+02
  0.9950000E+00	  0.2060835E-02	  0.3791677E+00	  0.4541271E+00	  0.8276953E+00	  0.5566167E-01	  0.9552631E-01	  0.4642526E+00	 -0.3638020E-01	  0.1019703E+01	  0.2321718E-01	  0.1320950E+00	  0.7570309E+01	  0.6304966E+00	 -0.2910248E+01	 -0.2635871E+02	  0.4049275E+02
  0.1000000E+01	  0.2010176E-02	  0.3801010E+00	  0.4547667E+00	  0.8293033E+00	  0.5081742E-01	  0.9490038E-01	  0.4642526E+00	 -0.3649175E-01	  0.1019681E+01	  0.2286818E-01	  0.1141007E+00	  0.8764190E+01	  0.6158704E+00	 -0.2925237E+01	 -0.3154116E+02	  0.4085107E+02
